order_date,customer_id,product_id,product_category,revenue,quantity,region,customer_acquisition_channel
16/02/2023,C1415,P0017,Tablets,747.93,3,West Midlands,Referral
05/02/2024,C2421,P0020,Laptops,1472.98,1,South East,Organic
19/06/2023,C1402,P0032,Smartphones,3087.4,4,North West,Organic
10/08/2023,C1700,P0054,Smartphones,1043.58,1,London,Social
09/02/2023,C0610,P0003,Smartphones,966.3,3,South West,Social
09/02/2023,C0287,P0070,Smartphones,4159.92,4,North West,Social
12/02/2024,C2943,P0014,Smartphones,2822.74,2,South West,Organic
16/01/2024,C1381,P0020,Laptops,4418.94,3,South East,Paid
05/02/2024,C1795,P0071,Laptops,6990.04,4,South East,Paid
28/02/2024,C0622,P0075,Smartphones,4407.16,4,Wales,Paid
11/02/2024,C0790,P0074,Smartphones,3116.52,4,London,Organic
04/01/2024,C0998,P0044,Smartphones,7322.48,4,South West,Organic
28/05/2023,C0249,P0038,Accessories,1579.88,2,North West,Paid
10/10/2023,C1473,P0099,Networking,164.8,1,London,Paid
02/10/2023,C0076,P0010,Networking,5670.32,4,South West,Social
24/05/2024,C0397,P0052,Accessories,3601.5,2,West Midlands,Social
27/02/2023,C0209,P0030,Accessories,592.05,1,North East,Paid
27/10/2023,C2111,P0056,Laptops,1044.12,3,Scotland,Social
25/08/2023,C0112,P0041,Laptops,496.64,1,West Midlands,Paid
19/08/2023,C2874,P0086,Monitors,1116,3,North East,Organic
30/06/2024,C2496,P0085,Smartphones,5346.04,4,London,Paid
08/09/2023,C1927,P0012,Monitors,1777.41,3,London,Organic
23/04/2024,C2502,P0068,Networking,1757.91,1,Wales,Social
06/09/2023,C0237,P0029,Smartphones,5218.92,3,South West,Organic
15/05/2024,C2683,P0077,Monitors,682.1,1,North West,Social
11/03/2024,C1077,P0061,Monitors,5185.56,3,South East,Email
05/01/2023,C2809,P0056,Laptops,348.04,1,Wales,Email
21/02/2023,C0485,P0092,Networking,3951.78,3,South West,Paid
08/05/2024,C0860,P0090,Networking,442.24,1,West Midlands,Organic
11/11/2023,C0100,P0012,Monitors,2369.88,4,North West,Paid
28/05/2024,C1334,P0056,Laptops,348.04,1,South West,Organic
19/11/2023,C0917,P0001,Networking,534.2,2,London,Paid
24/05/2023,C2197,P0022,Accessories,610.98,3,South East,Paid
14/01/2024,C0230,P0087,Monitors,1751.24,1,Scotland,Paid
16/09/2023,C1918,P0042,Laptops,1619.84,1,South East,Social
06/06/2024,C1942,P0100,Laptops,5446.71,3,London,Social
06/05/2023,C0854,P0091,Tablets,828.03,1,West Midlands,Organic
26/01/2023,C1470,P0078,Laptops,268.14,1,West Midlands,Organic
23/01/2023,C2922,P0047,Accessories,821.48,1,South West,Organic
12/02/2023,C1126,P0032,Smartphones,2315.55,3,South East,Paid
06/08/2023,C0886,P0079,Tablets,3527.02,2,South West,Paid
29/05/2023,C1568,P0055,Laptops,4571.34,3,South West,Organic
21/04/2024,C2506,P0031,Networking,3353.04,2,London,Referral
04/06/2023,C2763,P0060,Accessories,3245.31,3,North West,Social
19/02/2023,C1538,P0014,Smartphones,1411.37,1,Wales,Paid
26/02/2024,C0186,P0064,Monitors,6056.84,4,South East,Organic
07/05/2023,C0834,P0002,Networking,2345.24,4,Scotland,Referral
01/11/2023,C2522,P0059,Accessories,794.16,1,North West,Referral
13/03/2023,C2325,P0060,Accessories,2163.54,2,North East,Paid
22/10/2023,C0777,P0066,Tablets,3591.16,4,West Midlands,Organic
13/03/2024,C1434,P0095,Smartphones,349.7,2,South East,Referral
19/11/2023,C2839,P0075,Smartphones,3305.37,3,Wales,Email
01/05/2023,C1508,P0005,Monitors,219.53,1,Wales,Email
28/10/2023,C1563,P0091,Tablets,1656.06,2,South East,Paid
05/05/2024,C1683,P0084,Monitors,3086.76,2,Scotland,Email
17/02/2023,C0528,P0038,Accessories,1579.88,2,London,Organic
04/08/2023,C0986,P0098,Laptops,376.88,2,Scotland,Organic
31/01/2024,C0017,P0053,Accessories,1511.78,2,Wales,Organic
07/06/2023,C2031,P0099,Networking,164.8,1,West Midlands,Organic
14/11/2023,C1005,P0080,Tablets,2067.72,4,North East,Paid
07/11/2023,C1915,P0017,Tablets,249.31,1,South West,Referral
03/02/2024,C0176,P0097,Smartphones,2394.92,2,South West,Paid
02/06/2024,C2483,P0074,Smartphones,3116.52,4,North East,Organic
30/05/2024,C0119,P0056,Laptops,1044.12,3,Scotland,Email
12/05/2024,C0793,P0016,Smartphones,1916.57,1,North West,Organic
14/02/2023,C2312,P0028,Tablets,7884.72,4,London,Organic
23/06/2023,C1207,P0074,Smartphones,3116.52,4,South West,Organic
22/04/2024,C1483,P0005,Monitors,219.53,1,North East,Organic
04/01/2023,C2308,P0018,Accessories,954.4,4,Scotland,Paid
24/06/2024,C2809,P0031,Networking,3353.04,2,South East,Social
01/02/2024,C0047,P0080,Tablets,516.93,1,North East,Social
13/02/2024,C2066,P0051,Tablets,1506.68,1,North West,Paid
18/02/2023,C1277,P0032,Smartphones,1543.7,2,Wales,Organic
30/09/2023,C1546,P0022,Accessories,610.98,3,London,Paid
18/03/2023,C2776,P0057,Smartphones,6378.2,4,North West,Organic
20/10/2023,C0414,P0078,Laptops,1072.56,4,South West,Organic
07/05/2023,C0170,P0020,Laptops,1472.98,1,Scotland,Organic
05/01/2023,C2531,P0075,Smartphones,3305.37,3,West Midlands,Organic
27/06/2024,C1868,P0034,Networking,1876.48,1,West Midlands,Social
30/06/2024,C1011,P0077,Monitors,1364.2,2,West Midlands,Paid
22/11/2023,C2209,P0058,Accessories,4852,4,South West,Email
19/05/2023,C1585,P0065,Networking,713.34,1,North West,Organic
13/03/2023,C2745,P0047,Accessories,821.48,1,North East,Social
29/02/2024,C1220,P0076,Monitors,1841.06,1,Wales,Email
02/05/2024,C2603,P0064,Monitors,4542.63,3,Scotland,Referral
27/06/2024,C2043,P0010,Networking,1417.58,1,Scotland,Paid
27/06/2023,C2632,P0010,Networking,4252.74,3,Scotland,Paid
10/05/2023,C1714,P0051,Tablets,6026.72,4,London,Organic
24/03/2023,C1367,P0043,Accessories,1716.27,3,South West,Paid
11/04/2023,C0963,P0097,Smartphones,4789.84,4,Scotland,Social
18/10/2023,C0685,P0075,Smartphones,1101.79,1,South West,Referral
02/02/2024,C0564,P0041,Laptops,1489.92,3,South West,Referral
10/10/2023,C2960,P0059,Accessories,2382.48,3,Scotland,Organic
24/04/2023,C2035,P0029,Smartphones,3479.28,2,South West,Organic
09/02/2023,C1442,P0049,Tablets,1289.12,4,North East,Paid
02/02/2023,C2163,P0062,Laptops,4129.65,3,London,Email
27/03/2024,C2134,P0070,Smartphones,3119.94,3,North East,Organic
14/01/2023,C0471,P0007,Laptops,1429.02,3,South West,Paid
21/02/2024,C1582,P0061,Monitors,3457.04,2,South East,Referral
12/05/2024,C2094,P0056,Laptops,1044.12,3,North East,Paid
09/05/2023,C1295,P0047,Accessories,2464.44,3,West Midlands,Organic
09/12/2023,C2303,P0033,Smartphones,5427.36,4,North East,Paid
02/07/2023,C2346,P0036,Networking,383.72,1,South West,Organic
06/03/2024,C1935,P0071,Laptops,5242.53,3,London,Paid
25/01/2023,C0406,P0051,Tablets,4520.04,3,West Midlands,Organic
13/06/2024,C0671,P0006,Accessories,447.92,4,Scotland,Referral
22/06/2024,C0896,P0087,Monitors,3502.48,2,North West,Social
21/06/2024,C1599,P0095,Smartphones,349.7,2,North West,Paid
16/09/2023,C1734,P0067,Accessories,225.32,4,North West,Referral
17/03/2024,C0356,P0069,Tablets,1945.18,1,Scotland,Paid
17/01/2024,C2037,P0049,Tablets,966.84,3,London,Referral
16/11/2023,C0823,P0093,Accessories,7217,4,South East,Social
14/06/2023,C1682,P0013,Laptops,3059.34,2,South West,Organic
10/01/2024,C0017,P0015,Tablets,2367.4,4,London,Organic
21/03/2023,C0609,P0031,Networking,6706.08,4,North East,Social
04/02/2024,C2608,P0045,Monitors,1758.92,1,North East,Organic
07/02/2023,C2321,P0080,Tablets,516.93,1,London,Organic
19/04/2023,C1761,P0051,Tablets,6026.72,4,Wales,Social
27/11/2023,C1266,P0041,Laptops,1489.92,3,West Midlands,Email
12/09/2023,C0159,P0023,Tablets,1667.34,1,South East,Paid
15/06/2024,C1101,P0047,Accessories,3285.92,4,North West,Referral
17/05/2024,C2979,P0011,Accessories,1439.58,3,North West,Social
05/01/2023,C2649,P0041,Laptops,1489.92,3,North West,Social
14/05/2023,C1393,P0069,Tablets,7780.72,4,Scotland,Organic
23/07/2023,C0647,P0004,Laptops,1369.56,1,North East,Email
18/01/2024,C1638,P0099,Networking,164.8,1,London,Social
02/03/2023,C2570,P0003,Smartphones,1288.4,4,South East,Social
21/05/2024,C0382,P0080,Tablets,1033.86,2,West Midlands,Organic
31/05/2023,C1465,P0062,Laptops,1376.55,1,London,Paid
30/06/2023,C0605,P0040,Smartphones,5540,4,North East,Email
21/09/2023,C1005,P0004,Laptops,4108.68,3,West Midlands,Social
28/02/2024,C1387,P0056,Laptops,696.08,2,North East,Referral
31/12/2023,C0250,P0081,Smartphones,5286.36,3,Scotland,Organic
17/05/2024,C2753,P0020,Laptops,4418.94,3,South East,Organic
26/02/2024,C0061,P0092,Networking,2634.52,2,Wales,Social
27/12/2023,C0788,P0059,Accessories,3176.64,4,Wales,Paid
20/05/2024,C1297,P0096,Laptops,2394.4,2,London,Organic
13/03/2023,C2758,P0025,Tablets,3527.52,3,Wales,Organic
26/06/2024,C0675,P0054,Smartphones,2087.16,2,London,Social
12/04/2023,C1636,P0028,Tablets,5913.54,3,Scotland,Organic
10/09/2023,C2569,P0086,Monitors,744,2,South West,Paid
13/10/2023,C1208,P0017,Tablets,747.93,3,Scotland,Organic
29/05/2023,C2430,P0054,Smartphones,3130.74,3,Wales,Referral
21/06/2024,C1756,P0018,Accessories,954.4,4,West Midlands,Social
25/02/2023,C1209,P0077,Monitors,2728.4,4,South West,Organic
07/02/2024,C2947,P0044,Smartphones,5491.86,3,South West,Organic
06/06/2024,C0865,P0055,Laptops,4571.34,3,South East,Referral
11/01/2023,C1680,P0091,Tablets,3312.12,4,South East,Organic
28/03/2024,C2290,P0022,Accessories,610.98,3,West Midlands,Email
04/06/2024,C0677,P0028,Tablets,3942.36,2,South East,Paid
23/09/2023,C0538,P0056,Laptops,348.04,1,North West,Paid
09/03/2024,C1457,P0004,Laptops,4108.68,3,South West,Email
21/02/2023,C0738,P0064,Monitors,4542.63,3,South East,Organic
08/01/2024,C1924,P0022,Accessories,203.66,1,Wales,Social
25/06/2024,C1070,P0071,Laptops,3495.02,2,West Midlands,Referral
26/12/2023,C1552,P0002,Networking,1758.93,3,South East,Referral
17/08/2023,C1175,P0018,Accessories,477.2,2,West Midlands,Organic
23/04/2024,C2834,P0072,Tablets,1691.26,1,London,Paid
10/08/2023,C0292,P0006,Accessories,223.96,2,Wales,Referral
27/10/2023,C0978,P0095,Smartphones,524.55,3,South West,Paid
03/10/2023,C1336,P0002,Networking,586.31,1,South West,Organic
07/05/2023,C0640,P0100,Laptops,3631.14,2,South East,Referral
15/03/2023,C0748,P0096,Laptops,4788.8,4,West Midlands,Referral
07/04/2023,C2704,P0017,Tablets,249.31,1,Wales,Organic
22/05/2024,C2268,P0015,Tablets,1183.7,2,South West,Referral
11/04/2024,C0213,P0034,Networking,7505.92,4,London,Paid
29/01/2023,C1819,P0086,Monitors,372,1,Wales,Email
21/01/2023,C2616,P0090,Networking,1768.96,4,North West,Paid
11/08/2023,C0760,P0088,Accessories,7722.04,4,North East,Organic
19/09/2023,C2924,P0039,Networking,2783.84,2,North West,Paid
08/04/2024,C0627,P0040,Smartphones,1385,1,South West,Referral
23/02/2023,C1046,P0056,Laptops,1392.16,4,London,Paid
05/09/2023,C1807,P0057,Smartphones,6378.2,4,South West,Referral
16/06/2023,C2869,P0048,Networking,1889.52,2,North East,Social
19/07/2023,C1593,P0017,Tablets,249.31,1,West Midlands,Paid
02/10/2023,C0441,P0030,Accessories,1184.1,2,Wales,Paid
07/06/2023,C2160,P0034,Networking,3752.96,2,North East,Social
19/01/2023,C0413,P0027,Networking,1977.6,4,Wales,Organic
18/11/2023,C0680,P0001,Networking,1068.4,4,West Midlands,Paid
20/05/2024,C0405,P0002,Networking,1758.93,3,Wales,Social
17/07/2023,C0839,P0053,Accessories,755.89,1,South West,Referral
22/08/2023,C0292,P0075,Smartphones,2203.58,2,West Midlands,Social
04/12/2023,C1569,P0001,Networking,267.1,1,North East,Social
20/04/2024,C1555,P0080,Tablets,1550.79,3,London,Organic
21/01/2023,C0084,P0010,Networking,1417.58,1,North West,Paid
10/03/2024,C1261,P0079,Tablets,5290.53,3,South West,Organic
06/01/2023,C1438,P0028,Tablets,1971.18,1,North West,Email
21/08/2023,C2101,P0070,Smartphones,1039.98,1,North East,Organic
03/01/2023,C1356,P0022,Accessories,407.32,2,South West,Social
28/01/2024,C2450,P0075,Smartphones,2203.58,2,North West,Social
23/04/2024,C2596,P0078,Laptops,536.28,2,South West,Organic
30/01/2024,C0768,P0076,Monitors,3682.12,2,North East,Email
02/05/2024,C1300,P0078,Laptops,536.28,2,South East,Organic
23/12/2023,C0670,P0067,Accessories,168.99,3,Scotland,Paid
18/05/2023,C2689,P0073,Monitors,1237.49,1,South West,Paid
17/07/2023,C0398,P0046,Tablets,1393.86,3,West Midlands,Organic
02/10/2023,C0472,P0040,Smartphones,5540,4,West Midlands,Paid
29/01/2024,C0721,P0017,Tablets,747.93,3,Scotland,Referral
07/01/2023,C2354,P0075,Smartphones,2203.58,2,South West,Paid
18/03/2023,C1454,P0065,Networking,2853.36,4,Scotland,Referral
28/02/2024,C2163,P0001,Networking,801.3,3,London,Referral
02/03/2023,C1313,P0064,Monitors,1514.21,1,North West,Paid
02/05/2023,C0126,P0040,Smartphones,2770,2,South East,Referral
20/03/2024,C1856,P0060,Accessories,2163.54,2,London,Paid
18/04/2023,C1122,P0053,Accessories,2267.67,3,Wales,Paid
21/03/2023,C2537,P0069,Tablets,7780.72,4,North East,Social
21/01/2024,C0040,P0011,Accessories,479.86,1,Wales,Organic
04/10/2023,C0961,P0013,Laptops,4589.01,3,London,Social
02/01/2023,C0760,P0019,Tablets,4909.08,4,Wales,Paid
23/01/2024,C2845,P0013,Laptops,4589.01,3,South West,Paid
09/02/2024,C1486,P0096,Laptops,4788.8,4,Scotland,Social
03/05/2024,C1965,P0036,Networking,1151.16,3,South East,Social
12/12/2023,C0012,P0050,Networking,4578.68,4,Wales,Referral
05/06/2023,C0989,P0052,Accessories,3601.5,2,London,Referral
01/11/2023,C1746,P0098,Laptops,376.88,2,South East,Paid
11/05/2024,C2607,P0003,Smartphones,322.1,1,North East,Social
20/01/2024,C1370,P0045,Monitors,3517.84,2,South West,Organic
13/01/2023,C1319,P0096,Laptops,2394.4,2,West Midlands,Organic
01/01/2023,C2011,P0063,Laptops,1379.34,1,North East,Organic
27/07/2023,C0256,P0048,Networking,3779.04,4,South East,Paid
27/02/2023,C1962,P0038,Accessories,789.94,1,London,Paid
05/05/2023,C1628,P0067,Accessories,56.33,1,Scotland,Paid
15/04/2024,C0237,P0039,Networking,4175.76,3,London,Organic
03/05/2023,C1885,P0086,Monitors,1488,4,South West,Referral
27/07/2023,C0426,P0006,Accessories,335.94,3,North East,Paid
01/02/2024,C2758,P0003,Smartphones,322.1,1,South West,Organic
06/03/2024,C0284,P0050,Networking,2289.34,2,North West,Referral
07/06/2024,C0897,P0004,Laptops,1369.56,1,South West,Paid
15/11/2023,C2917,P0100,Laptops,7262.28,4,South West,Social
04/06/2024,C2068,P0061,Monitors,3457.04,2,West Midlands,Social
11/04/2024,C1427,P0051,Tablets,6026.72,4,North East,Paid
17/03/2024,C0725,P0022,Accessories,814.64,4,West Midlands,Email
11/07/2023,C2851,P0050,Networking,2289.34,2,London,Social
06/02/2023,C2335,P0094,Accessories,1143.84,4,South East,Social
21/09/2023,C2000,P0035,Networking,567.69,3,Wales,Organic
19/07/2023,C0886,P0098,Laptops,753.76,4,South West,Social
31/03/2023,C0269,P0087,Monitors,5253.72,3,North East,Paid
18/06/2024,C0271,P0009,Monitors,1313.19,3,London,Paid
06/07/2023,C1204,P0011,Accessories,1919.44,4,West Midlands,Email
02/05/2023,C2625,P0097,Smartphones,2394.92,2,South West,Organic
30/11/2023,C0230,P0054,Smartphones,3130.74,3,North West,Referral
10/08/2023,C2707,P0047,Accessories,821.48,1,Wales,Email
23/02/2024,C2617,P0083,Accessories,3282.5,2,South West,Email
29/03/2023,C0913,P0039,Networking,1391.92,1,South East,Paid
08/06/2024,C2979,P0029,Smartphones,1739.64,1,Scotland,Paid
24/01/2023,C0108,P0088,Accessories,5791.53,3,South West,Referral
08/11/2023,C1771,P0089,Monitors,4568.31,3,West Midlands,Referral
03/03/2023,C1422,P0021,Monitors,293.41,1,Wales,Organic
17/08/2023,C2525,P0009,Monitors,1313.19,3,North West,Paid
06/04/2023,C2881,P0020,Laptops,1472.98,1,North West,Paid
25/02/2023,C0087,P0039,Networking,5567.68,4,London,Referral
19/06/2024,C0298,P0042,Laptops,4859.52,3,West Midlands,Social
15/03/2024,C2617,P0044,Smartphones,7322.48,4,North East,Organic
03/05/2024,C1912,P0008,Monitors,2447.88,2,West Midlands,Organic
03/01/2023,C1677,P0073,Monitors,4949.96,4,London,Referral
31/01/2023,C1403,P0060,Accessories,3245.31,3,North West,Organic
12/01/2023,C1045,P0027,Networking,1977.6,4,South West,Social
27/11/2023,C2875,P0034,Networking,7505.92,4,North West,Organic
07/01/2023,C0138,P0092,Networking,2634.52,2,London,Organic
10/01/2024,C0265,P0018,Accessories,954.4,4,South East,Paid
21/03/2024,C0730,P0019,Tablets,2454.54,2,West Midlands,Referral
24/04/2024,C1718,P0003,Smartphones,966.3,3,South East,Referral
21/12/2023,C2073,P0018,Accessories,477.2,2,North West,Email
19/03/2023,C2454,P0082,Laptops,217.02,1,South East,Organic
18/02/2024,C0952,P0097,Smartphones,2394.92,2,West Midlands,Email
18/05/2023,C0594,P0037,Networking,2109.52,4,South West,Referral
29/04/2024,C0225,P0038,Accessories,2369.82,3,West Midlands,Social
19/06/2023,C1732,P0076,Monitors,3682.12,2,Scotland,Referral
05/01/2024,C1519,P0036,Networking,1151.16,3,Scotland,Referral
20/09/2023,C2205,P0013,Laptops,3059.34,2,South East,Organic
05/01/2023,C0481,P0075,Smartphones,1101.79,1,Wales,Referral
14/12/2023,C1955,P0057,Smartphones,6378.2,4,West Midlands,Social
15/01/2024,C0421,P0020,Laptops,2945.96,2,Wales,Email
12/09/2023,C0644,P0035,Networking,378.46,2,South West,Paid
31/05/2024,C0884,P0012,Monitors,2369.88,4,Scotland,Organic
24/11/2023,C0684,P0014,Smartphones,4234.11,3,North West,Referral
14/08/2023,C0603,P0086,Monitors,1116,3,Scotland,Organic
29/05/2023,C0394,P0078,Laptops,536.28,2,Wales,Social
09/05/2024,C2360,P0014,Smartphones,5645.48,4,Wales,Email
19/06/2023,C2260,P0004,Laptops,1369.56,1,South West,Organic
17/08/2023,C1532,P0072,Tablets,1691.26,1,London,Paid
23/09/2023,C2830,P0085,Smartphones,4009.53,3,Wales,Social
15/02/2023,C1249,P0057,Smartphones,3189.1,2,West Midlands,Organic
13/06/2023,C2128,P0094,Accessories,1143.84,4,North West,Paid
22/12/2023,C2137,P0062,Laptops,5506.2,4,North West,Referral
07/04/2024,C0096,P0071,Laptops,6990.04,4,North West,Referral
05/01/2024,C2076,P0072,Tablets,6765.04,4,Scotland,Paid
20/06/2024,C0248,P0050,Networking,3434.01,3,Wales,Paid
20/05/2023,C1713,P0055,Laptops,3047.56,2,Scotland,Email
26/03/2023,C1675,P0072,Tablets,6765.04,4,Wales,Social
07/03/2023,C0346,P0027,Networking,1483.2,3,Scotland,Social
05/04/2024,C0101,P0010,Networking,2835.16,2,West Midlands,Social
20/10/2023,C1818,P0002,Networking,2345.24,4,Wales,Social
05/06/2024,C2854,P0090,Networking,1768.96,4,Scotland,Social
02/04/2023,C0969,P0059,Accessories,3176.64,4,South West,Organic
01/02/2023,C2828,P0067,Accessories,168.99,3,Scotland,Paid
19/03/2023,C0721,P0040,Smartphones,2770,2,Scotland,Email
04/02/2024,C1353,P0007,Laptops,1905.36,4,Wales,Social
13/05/2024,C1594,P0076,Monitors,5523.18,3,West Midlands,Paid
12/06/2023,C2566,P0039,Networking,4175.76,3,North East,Organic
23/06/2023,C0628,P0014,Smartphones,1411.37,1,Scotland,Social
22/02/2024,C1051,P0082,Laptops,651.06,3,North West,Referral
31/01/2024,C0500,P0001,Networking,534.2,2,London,Paid
21/01/2024,C0182,P0045,Monitors,7035.68,4,Scotland,Referral
27/09/2023,C1393,P0080,Tablets,516.93,1,London,Email
25/06/2024,C0818,P0010,Networking,2835.16,2,North West,Organic
30/05/2023,C2385,P0020,Laptops,5891.92,4,London,Paid
09/07/2023,C1986,P0004,Laptops,4108.68,3,South West,Social
19/04/2023,C0235,P0069,Tablets,3890.36,2,North East,Referral
13/01/2023,C1476,P0030,Accessories,2368.2,4,Wales,Referral
01/03/2024,C0722,P0038,Accessories,2369.82,3,London,Referral
28/01/2024,C2513,P0041,Laptops,1489.92,3,South East,Organic
23/11/2023,C0689,P0044,Smartphones,1830.62,1,North East,Social
21/06/2024,C0281,P0025,Tablets,1175.84,1,London,Paid
17/10/2023,C2441,P0069,Tablets,3890.36,2,Scotland,Social
27/01/2023,C1002,P0024,Monitors,7106.52,4,London,Paid
08/12/2023,C2288,P0096,Laptops,3591.6,3,West Midlands,Social
06/10/2023,C0858,P0052,Accessories,7203,4,North West,Social
23/07/2023,C0712,P0010,Networking,5670.32,4,South West,Email
02/03/2024,C0871,P0026,Networking,371.26,2,South East,Social
19/03/2023,C2802,P0009,Monitors,437.73,1,West Midlands,Organic
01/11/2023,C2861,P0098,Laptops,376.88,2,London,Social
25/04/2024,C2335,P0042,Laptops,6479.36,4,Wales,Email
20/01/2024,C2100,P0018,Accessories,715.8,3,North West,Organic
05/05/2023,C2278,P0012,Monitors,592.47,1,South East,Social
28/04/2024,C1144,P0036,Networking,1534.88,4,North West,Referral
22/08/2023,C0430,P0081,Smartphones,1762.12,1,North West,Email
01/01/2024,C2536,P0003,Smartphones,1288.4,4,West Midlands,Paid
11/08/2023,C0235,P0078,Laptops,536.28,2,Scotland,Organic
15/03/2023,C2005,P0084,Monitors,1543.38,1,South West,Social
18/01/2023,C1264,P0043,Accessories,1144.18,2,Scotland,Social
20/05/2024,C1290,P0062,Laptops,1376.55,1,South East,Paid
20/06/2023,C0100,P0025,Tablets,4703.36,4,Scotland,Organic
25/09/2023,C0477,P0043,Accessories,2288.36,4,Wales,Organic
09/04/2024,C0686,P0057,Smartphones,6378.2,4,South East,Referral
16/04/2023,C0040,P0053,Accessories,2267.67,3,Scotland,Organic
13/02/2023,C0077,P0073,Monitors,1237.49,1,South West,Referral
05/07/2023,C1327,P0049,Tablets,322.28,1,Scotland,Paid
23/06/2023,C0640,P0068,Networking,3515.82,2,London,Organic
04/04/2024,C0132,P0087,Monitors,3502.48,2,London,Social
04/04/2023,C2445,P0029,Smartphones,5218.92,3,London,Organic
11/10/2023,C1590,P0049,Tablets,1289.12,4,South East,Social
30/08/2023,C1651,P0019,Tablets,1227.27,1,South West,Paid
17/05/2024,C0642,P0027,Networking,494.4,1,West Midlands,Paid
08/01/2023,C1778,P0044,Smartphones,3661.24,2,Wales,Organic
31/07/2023,C1485,P0094,Accessories,285.96,1,South East,Email
11/07/2023,C1726,P0095,Smartphones,349.7,2,Wales,Email
06/02/2023,C1280,P0034,Networking,5629.44,3,North East,Email
11/05/2024,C1001,P0014,Smartphones,1411.37,1,Wales,Referral
13/12/2023,C0412,P0097,Smartphones,2394.92,2,Scotland,Referral
31/01/2023,C2424,P0030,Accessories,2368.2,4,South West,Organic
03/06/2023,C1202,P0041,Laptops,496.64,1,South West,Paid
26/07/2023,C1385,P0048,Networking,3779.04,4,North East,Paid
31/08/2023,C2308,P0071,Laptops,1747.51,1,Scotland,Social
19/08/2023,C2708,P0083,Accessories,4923.75,3,South West,Organic
15/08/2023,C2479,P0039,Networking,1391.92,1,Wales,Social
20/01/2023,C2878,P0065,Networking,713.34,1,London,Social
02/11/2023,C0418,P0042,Laptops,6479.36,4,North West,Referral
14/05/2024,C1477,P0026,Networking,185.63,1,South East,Social
16/03/2024,C2128,P0064,Monitors,3028.42,2,South East,Organic
07/01/2024,C0023,P0069,Tablets,1945.18,1,Scotland,Referral
15/01/2024,C1478,P0085,Smartphones,4009.53,3,North East,Social
22/10/2023,C2634,P0011,Accessories,959.72,2,London,Organic
19/04/2023,C2645,P0055,Laptops,1523.78,1,North West,Organic
03/01/2023,C0389,P0065,Networking,2853.36,4,Wales,Organic
18/06/2024,C2243,P0060,Accessories,1081.77,1,North East,Social
25/04/2023,C1994,P0077,Monitors,2046.3,3,London,Paid
18/12/2023,C0492,P0057,Smartphones,3189.1,2,North East,Social
17/04/2024,C1939,P0022,Accessories,610.98,3,London,Organic
07/04/2023,C1604,P0061,Monitors,3457.04,2,North West,Referral
11/06/2024,C2570,P0001,Networking,801.3,3,Scotland,Social
17/03/2024,C1417,P0028,Tablets,7884.72,4,South West,Social
18/06/2023,C0042,P0066,Tablets,1795.58,2,London,Organic
12/05/2024,C0330,P0085,Smartphones,1336.51,1,Scotland,Paid
14/12/2023,C0932,P0027,Networking,1483.2,3,South West,Paid
30/10/2023,C0363,P0085,Smartphones,4009.53,3,West Midlands,Social
25/04/2024,C0472,P0077,Monitors,2728.4,4,West Midlands,Paid
07/03/2023,C1215,P0064,Monitors,4542.63,3,Wales,Paid
22/02/2023,C0204,P0060,Accessories,2163.54,2,London,Email
25/12/2023,C1250,P0006,Accessories,447.92,4,Scotland,Email
10/03/2024,C1042,P0036,Networking,767.44,2,South West,Referral
18/09/2023,C0833,P0008,Monitors,4895.76,4,South East,Organic
26/01/2023,C2317,P0021,Monitors,586.82,2,West Midlands,Paid
18/06/2024,C0477,P0069,Tablets,5835.54,3,North East,Referral
28/03/2024,C0169,P0029,Smartphones,3479.28,2,Scotland,Paid
26/03/2024,C1211,P0099,Networking,164.8,1,South West,Organic
14/03/2024,C0053,P0090,Networking,884.48,2,North West,Paid
10/12/2023,C1324,P0091,Tablets,1656.06,2,South East,Organic
06/04/2023,C1844,P0036,Networking,1534.88,4,North West,Email
29/01/2023,C2360,P0081,Smartphones,5286.36,3,West Midlands,Email
18/05/2024,C1516,P0019,Tablets,3681.81,3,London,Organic
11/09/2023,C1840,P0066,Tablets,897.79,1,Wales,Social
02/10/2023,C2272,P0062,Laptops,2753.1,2,South East,Paid
29/07/2023,C0866,P0075,Smartphones,4407.16,4,South East,Organic
17/06/2023,C2397,P0067,Accessories,225.32,4,Wales,Paid
22/04/2023,C0560,P0014,Smartphones,1411.37,1,North East,Organic
12/10/2023,C2953,P0064,Monitors,6056.84,4,South West,Paid
19/04/2024,C2274,P0041,Laptops,1489.92,3,North East,Organic
18/02/2023,C2274,P0094,Accessories,857.88,3,Wales,Organic
21/03/2023,C2658,P0023,Tablets,5002.02,3,Scotland,Social
08/06/2023,C1459,P0021,Monitors,1173.64,4,London,Social
24/06/2023,C2108,P0040,Smartphones,5540,4,South East,Organic
17/06/2024,C1411,P0007,Laptops,1429.02,3,South East,Organic
25/06/2024,C2770,P0081,Smartphones,3524.24,2,Wales,Referral
25/05/2023,C0046,P0076,Monitors,3682.12,2,North West,Email
24/02/2024,C1382,P0064,Monitors,1514.21,1,South East,Social
25/06/2024,C0145,P0082,Laptops,651.06,3,North West,Paid
30/07/2023,C2477,P0029,Smartphones,1739.64,1,Wales,Organic
19/03/2024,C2003,P0020,Laptops,2945.96,2,London,Social
19/08/2023,C0218,P0001,Networking,534.2,2,West Midlands,Organic
